Employee ID,Date,Time-in,Time-out
10003,6/9/2022,11:30,17:00
10003,6/10/2022,8:00,17:00
10003,6/12/2022,8:00,17:00
10003,7/9/2022,8:00,17:00
10003,7/10/2022,8:00,17:00
10003,7/11/2022,8:00,17:00
10003,7/12/2022,8:00,17:00
10003,8/9/2022,8:00,17:00
10003,8/11/2022,8:00,17:00
10003,8/12/2022,0:00,0:00
10003,9/9/2022,8:00,17:00
10003,9/11/2022,8:00,17:00
10003,9/12/2022,8:00,17:00
10003,9/13/2022,8:00,17:00
10003,9/14/2022,8:00,17:00
10003,9/15/2022,11:30,17:00
10003,9/16/2022,8:00,17:00
10003,9/19/2022,8:00,17:00
10003,9/20/2022,8:00,17:00
10003,9/21/2022,8:00,17:00
10003,9/22/2022,8:00,17:00
10003,9/23/2022,8:00,17:00
10003,9/26/2022,11:30,17:00
10003,9/27/2022,8:00,17:00
10003,9/28/2022,8:00,17:00
10003,9/29/2022,8:00,17:00
10003,9/30/2022,8:00,17:00
10003,10/10/2022,8:00,17:00
10003,10/11/2022,8:00,17:00
10003,10/13/2022,8:00,17:00
10003,10/14/2022,11:30,17:00
10003,10/17/2022,8:00,17:00
10003,10/18/2022,8:00,17:00
10003,10/19/2022,8:00,17:00
10003,10/20/2022,8:00,17:00
10003,10/21/2022,8:00,17:00
10003,10/24/2022,8:00,17:00
10003,10/25/2022,11:30,17:00
10003,10/26/2022,8:00,17:00
10003,10/27/2022,8:00,17:00
10003,10/28/2022,8:00,17:00
10003,10/31/2022,8:00,17:00
10003,11/10/2022,8:00,17:00
10003,11/11/2022,8:00,17:00
10003,11/14/2022,11:30,17:00
10003,11/15/2022,8:00,17:00
10003,11/16/2022,8:00,17:00
10003,11/17/2022,8:00,17:00
10003,11/18/2022,8:00,17:00
10003,11/21/2022,8:00,17:00
10003,11/22/2022,8:00,17:00
10003,11/23/2022,11:30,17:00
10003,11/24/2022,8:00,17:00
10003,11/25/2022,8:00,17:00
10003,11/28/2022,8:00,17:00
10003,11/29/2022,8:00,17:00
10003,11/30/2022,0:00,0:00
10003,12/9/2022,8:00,17:00
10003,12/10/2022,8:00,17:00
10003,12/12/2022,8:00,17:00
10003,12/13/2022,11:30,17:00
10003,12/14/2022,8:00,17:00
10003,12/15/2022,0:00,0:00
10003,12/16/2022,0:00,0:00
10003,12/19/2022,0:00,0:00
10003,12/20/2022,0:00,0:00
10003,12/21/2022,0:00,0:00
10003,12/22/2022,0:00,0:00
10003,12/23/2022,0:00,0:00
10003,12/26/2022,0:00,0:00
10003,12/27/2022,0:00,0:00
10003,12/28/2022,0:00,0:00
10003,12/29/2022,0:00,0:00
10003,12/30/2022,0:00,0:00
10004,1/9/2022,8:00,17:00
10004,1/11/2022,0:00,0:00
10004,1/12/2022,8:00,17:00
10004,2/9/2022,8:00,17:00
10004,2/11/2022,8:00,17:00
10004,2/12/2022,8:00,17:00
10004,3/10/2022,8:00,17:00
10004,3/11/2022,8:00,17:00
10004,4/10/2022,8:00,17:00
10004,4/11/2022,8:00,17:00
10004,5/9/2022,8:00,17:00
10004,5/10/2022,8:00,17:00
10004,5/12/2022,8:00,17:00
10004,6/9/2022,8:00,17:00
10004,6/10/2022,8:00,17:00
10004,6/12/2022,8:00,17:00
10004,7/9/2022,8:00,17:00
10004,7/10/2022,8:00,17:00
10004,7/11/2022,8:00,17:00
10004,7/12/2022,8:00,17:00
10004,8/9/2022,8:00,17:00
10004,8/11/2022,8:00,17:00
10004,8/12/2022,0:00,0:00
10004,9/9/2022,8:00,17:00
10004,9/11/2022,8:00,17:00
10004,9/12/2022,8:00,17:00
10004,9/13/2022,8:00,17:00
10004,9/14/2022,8:00,17:00
10004,9/15/2022,8:00,17:00
10004,9/16/2022,8:00,17:00
10004,9/19/2022,8:00,17:00
10004,9/20/2022,8:00,17:00
10004,9/21/2022,8:00,17:00
10004,9/22/2022,8:00,17:00
10004,9/23/2022,8:00,17:00
10004,9/26/2022,8:00,17:00
10004,9/27/2022,8:00,17:00
10004,9/28/2022,8:00,17:00
10004,9/29/2022,8:00,17:00
10004,9/30/2022,8:00,17:00
10004,10/10/2022,8:00,17:00
10004,10/11/2022,8:00,17:00
10004,10/13/2022,8:00,17:00
10004,10/14/2022,8:00,17:00
10004,10/17/2022,8:00,17:00
10004,10/18/2022,8:00,17:00
10004,10/19/2022,8:00,17:00
10004,10/20/2022,8:00,17:00
10004,10/21/2022,8:00,17:00
10004,10/24/2022,8:00,17:00
10004,10/25/2022,8:00,17:00
10004,10/26/2022,8:00,17:00
10004,10/27/2022,8:00,17:00
10004,10/28/2022,8:00,17:00
10004,10/31/2022,8:00,17:00
10004,11/10/2022,8:00,17:00
10004,11/11/2022,8:00,17:00
10004,11/14/2022,8:00,17:00
10004,11/15/2022,8:00,17:00
10004,11/16/2022,8:00,17:00
10004,11/17/2022,8:00,17:00
10004,11/18/2022,8:00,17:00
10004,11/21/2022,8:00,17:00
10004,11/22/2022,8:00,17:00
10004,11/23/2022,8:00,17:00
10004,11/24/2022,8:00,17:00
10004,11/25/2022,8:00,17:00
10004,11/28/2022,8:00,17:00
10004,11/29/2022,8:00,17:00
10004,11/30/2022,0:00,0:00
10004,12/9/2022,8:00,17:00
10004,12/10/2022,8:00,17:00
10004,12/12/2022,8:00,17:00
10004,12/13/2022,8:00,17:00
10004,12/14/2022,8:00,17:00
10004,12/15/2022,0:00,0:00
10004,12/16/2022,0:00,0:00
10004,12/19/2022,0:00,0:00
10004,12/20/2022,0:00,0:00
10004,12/21/2022,0:00,0:00
10004,12/22/2022,0:00,0:00
10004,12/23/2022,0:00,0:00
10004,12/26/2022,0:00,0:00
10004,12/27/2022,0:00,0:00
10004,12/28/2022,0:00,0:00
10004,12/29/2022,0:00,0:00
10004,12/30/2022,0:00,0:00
10005,1/9/2022,8:00,17:00
10005,1/11/2022,0:00,0:00
10005,1/12/2022,8:15,17:00
10005,2/9/2022,8:00,17:00
10005,2/11/2022,8:15,17:00
10005,2/12/2022,8:00,17:00
10005,3/10/2022,8:00,17:00
10005,3/11/2022,8:00,17:00
10005,4/10/2022,8:15,17:00
10005,4/11/2022,8:00,17:00
10005,5/9/2022,8:15,17:00
10005,5/10/2022,8:00,17:00
10005,5/12/2022,8:00,17:00
10005,6/9/2022,8:00,17:00
10005,6/10/2022,8:00,17:00
10005,6/12/2022,8:00,17:00
10005,7/9/2022,8:00,17:00
10005,7/10/2022,8:00,17:00
10005,7/11/2022,8:00,17:00
10005,7/12/2022,8:00,17:00
10005,8/9/2022,8:00,17:00
10005,8/11/2022,8:00,17:00
10005,8/12/2022,0:00,0:00
10005,9/9/2022,8:00,17:00
10005,9/11/2022,8:00,17:00
10005,9/12/2022,8:00,17:00
10005,9/13/2022,8:00,17:00
10005,9/14/2022,8:15,17:00
10005,9/15/2022,8:00,17:00
10005,9/16/2022,8:00,17:00
10005,9/19/2022,8:00,17:00
10005,9/20/2022,8:00,17:00
10005,9/21/2022,8:00,17:00
10005,9/22/2022,8:00,17:00
10005,9/23/2022,8:15,17:00
10005,9/26/2022,8:00,17:00
10005,9/27/2022,8:00,17:00
10005,9/28/2022,8:00,17:00
10005,9/29/2022,8:00,17:00
10005,9/30/2022,8:00,17:00
10005,10/10/2022,8:00,17:00
10005,10/11/2022,8:00,17:00
10005,10/13/2022,8:15,17:00
10005,10/14/2022,8:00,17:00
10005,10/17/2022,8:00,17:00
10005,10/18/2022,8:00,17:00
10005,10/19/2022,8:00,17:00
10005,10/20/2022,8:00,17:00
10005,10/21/2022,8:00,17:00
10005,10/24/2022,8:15,17:00
10005,10/25/2022,8:00,17:00
10005,10/26/2022,8:00,17:00
10005,10/27/2022,8:00,17:00
10005,10/28/2022,8:00,17:00
10005,10/31/2022,8:00,17:00
10005,11/10/2022,8:00,17:00
10005,11/11/2022,8:15,17:00
10005,11/14/2022,8:00,17:00
10005,11/15/2022,8:00,17:00
10005,11/16/2022,8:00,17:00
10005,11/17/2022,8:00,17:00
10005,11/18/2022,8:00,17:00
10005,11/21/2022,8:00,17:00
10005,11/22/2022,8:15,17:00
10005,11/23/2022,8:00,17:00
10005,11/24/2022,8:00,17:00
10005,11/25/2022,8:00,17:00
10005,11/28/2022,8:00,17:00
10005,11/29/2022,8:00,17:00
10005,11/30/2022,0:00,0:00
10005,12/9/2022,8:00,17:00
10005,12/10/2022,8:00,17:00
10005,12/12/2022,8:15,17:00
10005,12/13/2022,8:00,17:00
10005,12/14/2022,8:00,17:00
10005,12/15/2022,0:00,0:00
10005,12/16/2022,0:00,0:00
10005,12/19/2022,0:00,0:00
10005,12/20/2022,0:00,0:00
10005,12/21/2022,0:00,0:00
10005,12/22/2022,0:00,0:00
10005,12/23/2022,0:00,0:00
10005,12/26/2022,0:00,0:00
10005,12/27/2022,0:00,0:00
10005,12/28/2022,0:00,0:00
10005,12/29/2022,0:00,0:00
10005,12/30/2022,0:00,0:00
10006,1/9/2022,8:00,17:00
10006,1/11/2022,0:00,0:00
10006,1/12/2022,8:00,17:00
10006,2/9/2022,8:00,17:00
10006,2/11/2022,8:00,17:00
10006,2/12/2022,8:00,17:00
10006,3/10/2022,8:00,17:00
10006,3/11/2022,8:00,17:00
10006,4/10/2022,8:00,17:00
10006,4/11/2022,8:00,17:00
10006,5/9/2022,8:00,17:00
10006,5/10/2022,8:00,17:00
10006,5/12/2022,8:00,17:00
10006,6/9/2022,8:00,17:00
10006,6/10/2022,8:00,17:00
10006,6/12/2022,8:00,17:00
10006,7/9/2022,8:00,17:00
10006,7/10/2022,8:00,17:00
10006,7/11/2022,8:00,17:00
10006,7/12/2022,8:00,17:00
10006,8/9/2022,8:00,17:00
10006,8/11/2022,8:00,17:00
10006,8/12/2022,0:00,0:00
10006,9/9/2022,8:00,17:00
10006,9/11/2022,8:00,17:00
10006,9/12/2022,8:00,17:00
10006,9/13/2022,8:00,17:00
10006,9/14/2022,8:00,17:00
10006,9/15/2022,8:00,17:00
10006,9/16/2022,8:00,17:00
10006,9/19/2022,8:00,17:00
10006,9/20/2022,8:00,17:00
10006,9/21/2022,8:00,17:00
10006,9/22/2022,8:00,17:00
10006,9/23/2022,8:00,17:00
10006,9/26/2022,8:00,17:00
10006,9/27/2022,8:00,17:00
10006,9/28/2022,8:00,17:00
10006,9/29/2022,8:00,17:00
10006,9/30/2022,8:00,17:00
10006,10/10/2022,8:00,17:00
10006,10/11/2022,8:00,17:00
10006,10/13/2022,8:00,17:00
10006,10/14/2022,8:00,17:00
10006,10/17/2022,8:00,17:00
10006,10/18/2022,8:00,17:00
10006,10/19/2022,8:00,17:00
10006,10/20/2022,8:00,17:00
10006,10/21/2022,8:00,17:00
10006,10/24/2022,8:00,17:00
10006,10/25/2022,8:00,17:00
10006,10/26/2022,8:00,17:00
10006,10/27/2022,8:00,17:00
10006,10/28/2022,8:00,17:00
10006,10/31/2022,8:00,17:00
10006,11/10/2022,8:00,17:00
10006,11/11/2022,8:00,17:00
10006,11/14/2022,8:00,17:00
10006,11/15/2022,8:00,17:00
10006,11/16/2022,8:00,17:00
10006,11/17/2022,8:00,17:00
10006,11/18/2022,8:00,17:00
10006,11/21/2022,8:00,17:00
10006,11/22/2022,8:00,17:00
10006,11/23/2022,8:00,17:00
10006,11/24/2022,8:00,17:00
10006,11/25/2022,8:00,17:00
10006,11/28/2022,8:00,17:00
10006,11/29/2022,8:00,17:00
10006,11/30/2022,0:00,0:00
10006,12/9/2022,8:00,17:00
10006,12/10/2022,8:00,17:00
10006,12/12/2022,8:00,17:00
10006,12/13/2022,8:00,17:00
10006,12/14/2022,8:00,17:00
10006,12/15/2022,0:00,0:00
10006,12/16/2022,0:00,0:00
10006,12/19/2022,0:00,0:00
10006,12/20/2022,0:00,0:00
10006,12/21/2022,0:00,0:00
10006,12/22/2022,0:00,0:00
10006,12/23/2022,0:00,0:00
10006,12/26/2022,0:00,0:00
10006,12/27/2022,0:00,0:00
10006,12/28/2022,0:00,0:00
10006,12/29/2022,0:00,0:00
10006,12/30/2022,0:00,0:00
10007,1/9/2022,8:27,17:00
10007,1/11/2022,0:00,0:00
10007,1/12/2022,8:00,17:00
10007,2/9/2022,8:00,17:00
10007,2/11/2022,8:00,17:00
10007,2/12/2022,8:00,17:00
10007,3/10/2022,8:00,17:00
10007,3/11/2022,8:00,17:00
10007,4/10/2022,8:00,17:00
10007,4/11/2022,8:00,17:00
10007,5/9/2022,8:00,17:00
10007,5/10/2022,8:00,17:00
10007,5/12/2022,8:00,17:00
10007,6/9/2022,8:00,17:00
10007,6/10/2022,8:00,17:00
10007,6/12/2022,8:00,17:00
10007,7/9/2022,8:00,17:00
10007,7/10/2022,8:00,17:00
10007,7/11/2022,8:00,17:00
10007,7/12/2022,8:00,17:00
10007,8/9/2022,8:00,17:00
10007,8/11/2022,8:00,17:00
10007,8/12/2022,0:00,0:00
10007,9/9/2022,8:00,17:00
10007,9/11/2022,8:27,17:00
10007,9/12/2022,8:00,17:00
10007,9/13/2022,8:00,17:00
10007,9/14/2022,8:00,17:00
10007,9/15/2022,8:00,17:00
10007,9/16/2022,8:00,17:00
10007,9/19/2022,8:00,17:00
10007,9/20/2022,8:00,17:00
10007,9/21/2022,8:27,17:00
10007,9/22/2022,8:00,17:00
10007,9/23/2022,8:00,17:00
10007,9/26/2022,8:00,17:00
10007,9/27/2022,8:00,17:00
10007,9/28/2022,8:00,17:00
10007,9/29/2022,8:00,17:00
10007,9/30/2022,8:27,17:00
10007,10/10/2022,8:00,17:00
10007,10/11/2022,8:00,17:00
10007,10/13/2022,8:00,17:00
10007,10/14/2022,8:00,17:00
10007,10/17/2022,8:00,17:00
10007,10/18/2022,8:00,17:00
10007,10/19/2022,8:00,17:00
10007,10/20/2022,8:27,17:00
10007,10/21/2022,8:00,17:00
10007,10/24/2022,8:00,17:00
10007,10/25/2022,8:00,17:00
10007,10/26/2022,8:00,17:00
10007,10/27/2022,8:00,17:00
10007,10/28/2022,8:00,17:00
10007,10/31/2022,8:27,17:00
10007,11/10/2022,8:27,17:00
10007,11/11/2022,8:00,17:00
10007,11/14/2022,8:00,17:00
10007,11/15/2022,8:00,17:00
10007,11/16/2022,8:00,17:00
10007,11/17/2022,8:00,17:00
10007,11/18/2022,8:27,17:00
10007,11/21/2022,8:00,17:00
10007,11/22/2022,8:00,17:00
10007,11/23/2022,8:00,17:00
10007,11/24/2022,8:00,17:00
10007,11/25/2022,8:00,17:00
10007,11/28/2022,8:00,17:00
10007,11/29/2022,8:27,17:00
10007,11/30/2022,0:00,0:00
10007,12/9/2022,8:27,17:00
10007,12/10/2022,8:00,17:00
10007,12/12/2022,8:00,17:00
10007,12/13/2022,8:00,17:00
10007,12/14/2022,8:00,17:00
10007,12/15/2022,8:00,17:00
10007,12/16/2022,8:00,17:00
10007,12/19/2022,8:27,17:00
10007,12/20/2022,8:00,17:00
10007,12/21/2022,8:00,17:00
10007,12/22/2022,8:00,17:00
10007,12/23/2022,8:00,17:00
10007,12/26/2022,8:00,17:00
10007,12/27/2022,8:00,17:00
10007,12/28/2022,8:27,17:00
10007,12/29/2022,8:00,17:00
10007,12/30/2022,0:00,0:00
10008,1/9/2022,8:01,17:00
10008,1/11/2022,0:00,0:00
10008,1/12/2022,8:00,17:00
10008,2/9/2022,8:00,17:00
10008,2/11/2022,8:00,17:00
10008,2/12/2022,8:10,17:00
10008,3/10/2022,8:00,17:00
10008,3/11/2022,8:10,17:00
10008,4/10/2022,8:00,17:00
10008,4/11/2022,8:00,17:00
10008,5/9/2022,8:00,17:00
10008,5/10/2022,8:10,17:00
10008,5/12/2022,8:00,17:00
10008,6/9/2022,8:10,17:00
10008,6/10/2022,8:00,17:00
10008,6/12/2022,8:00,17:00
10008,7/9/2022,8:00,17:00
10008,7/10/2022,8:00,17:00
10008,7/11/2022,8:00,17:00
10008,7/12/2022,8:00,17:00
10008,8/9/2022,8:00,17:00
10008,8/11/2022,8:00,17:00
10008,8/12/2022,0:00,0:00
10008,9/9/2022,8:00,17:00
10008,9/11/2022,8:01,17:00
10008,9/12/2022,8:00,17:00
10008,9/13/2022,8:00,17:00
10008,9/14/2022,8:00,17:00
10008,9/15/2022,8:10,17:00
10008,9/16/2022,8:00,17:00
10008,9/19/2022,8:00,17:00
10008,9/20/2022,8:00,17:00
10008,9/21/2022,8:01,17:00
10008,9/22/2022,8:00,17:00
10008,9/23/2022,8:00,17:00
10008,9/26/2022,8:10,17:00
10008,9/27/2022,8:00,17:00
10008,9/28/2022,8:00,17:00
10008,9/29/2022,8:00,17:00
10008,9/30/2022,8:01,17:00
10008,10/10/2022,8:00,17:00
10008,10/11/2022,8:00,17:00
10008,10/13/2022,8:00,17:00
10008,10/14/2022,8:10,17:00
10008,10/17/2022,8:00,17:00
10008,10/18/2022,8:00,17:00
10008,10/19/2022,8:00,17:00
10008,10/20/2022,8:01,17:00
10008,10/21/2022,8:00,17:00
10008,10/24/2022,8:00,17:00
10008,10/25/2022,8:10,17:00
10008,10/26/2022,8:00,17:00
10008,10/27/2022,8:00,17:00
10008,10/28/2022,8:00,17:00
10008,10/31/2022,8:01,17:00
10008,11/10/2022,8:01,17:00
10008,11/11/2022,8:00,17:00
10008,11/14/2022,8:10,17:00
10008,11/15/2022,8:00,17:00
10008,11/16/2022,8:00,17:00
10008,11/17/2022,8:00,17:00
10008,11/18/2022,8:01,17:00
10008,11/21/2022,8:00,17:00
10008,11/22/2022,8:00,17:00
10008,11/23/2022,8:10,17:00
10008,11/24/2022,8:00,17:00
10008,11/25/2022,8:00,17:00
10008,11/28/2022,8:00,17:00
10008,11/29/2022,8:01,17:00
10008,11/30/2022,0:00,0:00
10008,12/9/2022,8:01,17:00
10008,12/10/2022,8:00,17:00
10008,12/12/2022,8:00,17:00
10008,12/13/2022,8:10,17:00
10008,12/14/2022,8:00,17:00
10008,12/15/2022,8:00,17:00
10008,12/16/2022,8:00,17:00
10008,12/19/2022,8:01,17:00
10008,12/20/2022,8:00,17:00
10008,12/21/2022,8:00,17:00
10008,12/22/2022,8:10,17:00
10008,12/23/2022,8:00,17:00
10008,12/26/2022,8:00,17:00
10008,12/27/2022,8:00,17:00
10008,12/28/2022,8:01,17:00
10008,12/29/2022,8:00,17:00
10008,12/30/2022,0:00,0:00
10009,1/9/2022,8:05,17:00
10009,1/11/2022,0:00,0:00
10009,1/12/2022,8:00,17:00
10009,2/9/2022,8:00,17:00
10009,2/11/2022,8:00,17:00
10009,2/12/2022,8:00,17:00
10009,3/10/2022,8:00,17:00
10009,3/11/2022,8:00,17:00
10009,4/10/2022,8:00,17:00
10009,4/11/2022,8:00,17:00
10009,5/9/2022,8:00,17:00
10009,5/10/2022,0:00,0:00
10009,5/12/2022,8:00,17:00
10009,6/9/2022,0:00,0:00
10009,6/10/2022,8:00,17:00
10009,6/12/2022,8:00,17:00
10009,7/9/2022,0:00,0:00
10009,7/10/2022,8:00,17:00
10009,7/11/2022,8:00,17:00
10009,7/12/2022,8:00,17:00
10009,8/9/2022,0:00,0:00
10009,8/11/2022,8:00,17:00
10009,8/12/2022,0:00,0:00
10009,9/9/2022,0:00,0:00
10009,9/11/2022,8:05,17:00
10009,9/12/2022,8:00,17:00
10009,9/13/2022,8:00,17:00
10009,9/14/2022,8:00,17:00
10009,9/15/2022,8:00,17:00
10009,9/16/2022,8:00,17:00
10009,9/19/2022,8:00,17:00
10009,9/20/2022,8:00,17:00
10009,9/21/2022,8:05,17:00
10009,9/22/2022,8:00,17:00
10009,9/23/2022,8:00,17:00
10009,9/26/2022,8:00,17:00
10009,9/27/2022,8:00,17:00
10009,9/28/2022,8:00,17:00
10009,9/29/2022,8:00,17:00
10009,9/30/2022,8:05,17:00
10009,10/10/2022,8:00,17:00
10009,10/11/2022,8:00,17:00
10009,10/13/2022,8:00,17:00
10009,10/14/2022,8:00,17:00
10009,10/17/2022,8:00,17:00
10009,10/18/2022,8:00,17:00
10009,10/19/2022,8:00,17:00
10009,10/20/2022,8:05,17:00
10009,10/21/2022,8:00,17:00
10009,10/24/2022,8:00,17:00
10009,10/25/2022,8:00,17:00
10009,10/26/2022,8:00,17:00
10009,10/27/2022,8:00,17:00
10009,10/28/2022,8:00,17:00
10009,10/31/2022,8:05,17:00
10009,11/10/2022,8:05,17:00
10009,11/11/2022,8:00,17:00
10009,11/14/2022,8:00,17:00
10009,11/15/2022,8:00,17:00
10009,11/16/2022,8:00,17:00
10009,11/17/2022,8:00,17:00
10009,11/18/2022,8:05,17:00
10009,11/21/2022,8:00,17:00
10009,11/22/2022,8:00,17:00
10009,11/23/2022,8:00,17:00
10009,11/24/2022,8:00,17:00
10009,11/25/2022,8:00,17:00
10009,11/28/2022,8:00,17:00
10009,11/29/2022,8:05,17:00
10009,11/30/2022,0:00,0:00
10009,12/9/2022,0:00,0:00
10009,12/10/2022,8:00,17:00
10009,12/12/2022,8:00,17:00
10009,12/13/2022,8:00,17:00
10009,12/14/2022,8:00,17:00
10009,12/15/2022,8:00,17:00
10009,12/16/2022,8:00,17:00
10009,12/19/2022,8:05,17:00
10009,12/20/2022,8:00,17:00
